source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,ps1_id,g,r,i,z,g_err,r_err,i_err,z_err,kine_prob,main_seq,multiple,bright,ra2k,de2k
342531789410540544,29.11215262968448,0.053097833,37.56256492137211,0.05560504,2.1909734437715263,0.06553921,9.460309847265204,0.07058913,-11.522072062034932,0.08761876,0.9658243,16.723623,17.874472,15.651368,0.00084811887336,0.0113212106974295,0.0032082188325315,153070291121205714,18.3120994567871,17.0527992248535,16.0674991607666,15.641900062561,0.0055979997850954,0.0032810000702738,0.0013530000578612,0.0028129999991506,0.9996666666666668,1,0,0,29.112099587574622,37.5626161305694
342715132974478208,27.953441638221587,0.040959615,37.48689526143381,0.041689683,2.281134497482824,0.049171045,9.846160979550133,0.04584324,-12.07708733986203,0.05171302,0.93862265,16.03375,16.993343,15.045163,0.0006337195119402,0.0064038105897268,0.0021630860846428,152980279533824952,17.4172992706299,16.2227001190186,15.4841003417969,15.1170997619629,0.0064099999144673,0.0078849997371435,0.0029529999010264,0.0010250000050291,1.0,1,0,0,27.953386488684796,37.48694893736472
342755844968223744,28.366615476310592,0.100834444,38.01067037862258,0.07914027,2.403106467078429,0.11361052,10.100647814398693,0.11048218,-12.301117940362577,0.09705018,1.0220926,17.274223,18.604189,16.154064,0.0013029572774147,0.0242192596920355,0.0054304944090469,153610283665823445,18.9132995605469,17.7210998535156,16.5937004089355,16.0842990875244,0.0253919996321201,0.0050249998457729,0.0024019998963922,0.0019769999198615,0.9776666666666668,1,0,0,28.36655849950553,38.01072505024412
342907921170688896,29.210285524890104,0.045623664,37.65992298131787,0.044693343,2.399009755665928,0.0529573,10.1999822353271,0.05688072,-11.477545237618706,0.06723602,1.1314236,15.9037,16.903568,14.907875,0.0005958423989273,0.0065237050118723,0.002246706525415,153190292102552564,17.328800201416,16.0694999694824,15.3049001693726,14.9841995239258,0.0048380000516772,0.0027970001101493,0.002860999898985,0.0007740000146441,1.0,1,0,0,29.21022826066572,37.6599739926162
342917133876421760,29.282592439815815,0.050707296,37.82437672481399,0.03808721,2.125667377731142,0.055887617,9.796028917367584,0.05405964,-11.93556911474518,0.0567311,1.036136,15.79449,16.561998,14.912287,0.0005665168562936,0.0054876462842603,0.0021897673882385,153380292825669908,16.8999996185303,15.8088998794556,15.2973003387451,15.0684995651245,0.0045260000042617,0.0024900001008063,0.0018200000049546,0.0028180000372231,0.9996666666666668,1,0,0,29.282537321119083,37.82442977177499
342924521220052224,29.015973323213316,0.09768273,37.76647931319589,0.088109314,2.30886223984047,0.118015,9.891976095269642,0.121827446,-11.993089846478862,0.11700772,0.91368407,17.352661,18.462868,16.296543,0.0012952047434014,0.0216143511261249,0.0062614474300192,153320290160610165,18.9115009307861,17.6585006713867,16.7143993377686,16.2877998352051,0.0111990002915263,0.0030360000673681,0.0028850000817328,0.0037229999434202,0.9973333333333332,1,0,0,29.015917708258826,37.76653261580435
342924688723126528,29.019659661950712,0.045953147,37.77989609296602,0.044787526,2.367063462816954,0.061591145,9.7335722080675,0.055255745,-11.905075280625155,0.056831703,1.0059234,16.026106,16.873737,15.114192,0.0006405728298627,0.0065862442391586,0.0025767760823683,153330290196386536,17.2716999053955,16.0855007171631,15.5080003738403,15.2543001174927,0.0041689998470246,0.0016060000052675,0.0032420000061392,0.0024709999561309,1.0,1,0,0,29.01960492764806,37.77994900439907
344285059484072832,27.63093667089471,0.27420855,40.05516496456123,0.32076412,2.3122990759379225,0.32556206,9.842421234972884,0.39989197,-12.013308853270846,0.4268669,0.9945673,19.42453,21.009363,18.155907,0.0039459303197462,0.1145373918290617,0.0190879860574002,156060276309336888,21.5156002044678,20.1807994842529,18.6907005310059,18.0048007965088,0.0349249988794327,0.0258540008217096,0.0063020000234246,0.0081040002405643,0.5273333333333333,1,0,0,27.630879520792615,40.055218357030995
342752997406112000,28.228089107947817,0.05253645,37.84777272311597,0.05030764,2.2680028504728287,0.06258296,10.067754897796677,0.07163464,-11.62032024518525,0.066019475,0.9751343,16.592222,17.599285,15.604223,0.0008059314853247,0.0094194573594343,0.0032467304060085,153410282280567983,17.9825000762939,16.7504997253418,16.0097007751465,15.6673002243042,0.0094969999045133,0.0034390001092106,0.0024309998843818,0.0030839999672025,1.0,1,0,0,28.22803244238005,37.84782436897015
342943693954135936,29.47978786584975,0.077682205,38.05108619190192,0.087107934,2.120832350954964,0.09001128,9.717024627200177,0.1036875,-12.546640271333146,0.14573576,1.5917548,16.634668,17.514456,15.636444,0.0007461120591447,0.0086573103259182,0.0033219567229402,153660294797441958,17.8775997161865,16.7728996276855,16.0459003448486,15.7033996582031,0.0036329999566078,0.0046430001966655,0.0020999999251216,0.0030239999759942,0.903,1,0,0,29.479733022776333,38.051141954734824
343120371728727168,28.94962853047301,0.036270075,38.06148473154686,0.03381677,2.3292884971446326,0.043270253,9.711659186822777,0.04434597,-11.89469438729599,0.04753458,0.99330306,15.7832775,16.678406,14.846827,0.0004926330503283,0.0046980984863851,0.0018164880592222,153670289496104437,16.983699798584,15.842399597168,15.2587995529175,14.9201002120972,0.0090469997376203,0.0044789998792111,0.002030000090599,0.0007409999961964,1.0,1,0,0,28.949573709895933,38.06153759684252
343121849197470208,28.91460024384906,0.041519154,38.12717286861681,0.036146447,2.3008555763872045,0.04826614,10.022513024053408,0.04515554,-11.358272815288728,0.048904404,1.0191736,15.925108,16.765509,15.027145,0.0005233797327397,0.0048879923733628,0.0020463123814214,153750289145833244,17.1396007537842,15.9715995788574,15.4151000976563,15.1724004745483,0.005549999885261,0.001209000009112,0.0026599999982863,0.0030189999379217,1.0,1,0,0,28.914543617688604,38.127223349815736
343123773342824832,28.67782888671857,0.041326877,38.09256399329214,0.03344459,2.21601418736017,0.046745334,9.78571335543603,0.044133462,-11.856555105381837,0.047411643,0.99861574,15.753268,16.70707,14.791212,0.0005124269863544,0.0050047178321175,0.0019686588449783,153710286778141727,17.0459003448486,15.9034004211426,15.2082004547119,14.868800163269,0.0097160004079341,0.0020109999459236,0.0050459997728467,0.0028510000556707,1.0,1,0,0,28.677773624639187,38.09261668907967
342928640093210368,29.075820520722985,0.082688764,37.9726812601173,0.06452459,2.32655625675602,0.09042423,9.799775212330964,0.08257321,-11.98719209049107,0.083409,0.9527357,16.89872,17.927696,15.888595,0.000949512560089,0.0123410771361298,0.0039909276210347,153560290758347891,18.2707996368408,17.0774993896484,16.2716007232666,15.9362001419067,0.0148510001599789,0.003573999973014,0.021059000864625,0.0058309999294579,1.0,1,0,0,29.075765269733065,37.97273453651367
343159640614191232,29.085268993630965,0.15221733,38.55457600089607,0.14436574,2.0546950255451897,0.16809024,9.543228157097657,0.20590268,-11.972330423794986,0.21829261,0.97313607,18.499523,19.853426,17.334997,0.0022485530304465,0.0575492742948157,0.0127331375904808,154260290852316118,20.3246994018555,19.0133991241455,17.790599822998,17.238899230957,0.0197129994630814,0.0081839999184012,0.0035769999958574,0.0058220000937581,0.7106666666666667,1,0,0,29.08521475632404,38.55462921124099
343448262415584640,27.15846744294707,0.14002296,37.89538057296454,0.17791727,2.1777988461769913,0.18666604,10.144277014505068,0.2044108,-11.869794697134784,0.23118792,0.96326464,18.21188,19.78583,16.985308,0.0019472715598338,0.0532893948472044,0.0097168587039987,153470271584245123,20.2355995178223,18.8799991607666,17.4911003112793,16.8689994812012,0.0201110001653433,0.0052069998346269,0.0041749998927116,0.0099600004032254,0.7886666666666666,1,0,0,27.158410309772854,37.89543332759383
